image_id,slice_idx,modality,dice_sam,nsd_sam,dice_medsam,nsd_medsam,sam_pixels,medsam_pixels,foreground_pixels,total_pixels,labels_present,slice_time_sec
colon_001,51,CT,0.5891,0.2537,0.6103,0.3164,1067,873,841,262144,[1],0.6344
colon_001,52,CT,0.7931,0.3263,0.8707,0.6507,983,622,646,262144,[1],0.3393
colon_001,53,CT,0.8054,0.4648,0.6227,0.4375,439,189,296,262144,[1],0.3344
colon_005,44,CT,0.523,0.0,0.7071,0.3846,785,299,278,262144,[1],0.3474
colon_005,50,CT,0.4651,0.0753,0.4,0.2836,891,335,270,262144,[1],0.3661
colon_005,51,CT,0.5892,0.0,0.3267,0.1946,1942,499,811,262144,[1],0.377
colon_005,52,CT,0.7819,0.1935,0.7421,0.2401,2569,1513,1705,262144,[1],0.3596
colon_005,53,CT,0.9509,0.7804,0.6337,0.0906,2293,994,2143,262144,[1],0.3343
colon_005,54,CT,0.7693,0.0921,0.7131,0.1333,2934,1035,1834,262144,[1],0.3405
colon_005,55,CT,0.817,0.0833,0.8108,0.21,3403,1661,2350,262144,[1],0.3326
colon_005,56,CT,0.5554,0.1625,0.7415,0.35,2140,1255,1828,262144,[1],0.3397
colon_005,57,CT,0.0008,0.1394,0.2008,0.1923,955,1150,1430,262144,[1],0.3332
colon_005,58,CT,0.0008,0.2125,0.2794,0.15,1143,798,1335,262144,[1],0.3434
colon_005,59,CT,0.0,0.1135,0.605,0.3281,775,436,774,262144,[1],0.3332
colon_005,60,CT,0.7739,0.4509,0.7157,0.4385,696,267,454,262144,[1],0.3346
colon_006,12,CT,0.0984,0.0741,0.0952,0.375,58,18,3,262144,[1],0.3435
colon_006,41,CT,0.087,0.2667,0.0,0.0,22,9,1,262144,[1],0.3394
colon_006,42,CT,0.7152,0.2829,0.7455,0.4722,1500,1405,835,262144,[1],0.3367
colon_006,43,CT,0.6484,0.1029,0.8095,0.5522,740,317,355,262144,[1],0.3347
colon_007,38,CT,0.8195,0.5489,0.8722,0.5924,709,510,499,262144,[1],0.3387
colon_007,39,CT,0.7255,0.6107,0.6175,0.4372,1027,495,616,262144,[1],0.3362
colon_007,40,CT,0.7689,0.5859,0.7235,0.4039,1748,1453,1173,262144,[1],0.3335
