image_id,slice_idx,modality,dice_sam,nsd_sam,dice_medsam,nsd_medsam,sam_pixels,medsam_pixels,foreground_pixels,total_pixels,labels_present,slice_time_sec
BRATS_001,29,FLAIR,0.0239,0.0,0.0822,0.2045,248,70,3,57600,[1],0.5857
BRATS_001,30,FLAIR,0.0307,0.1507,0.1053,0.05,256,90,5,57600,[1],0.3067
BRATS_001,31,FLAIR,0.0528,0.0,0.1923,0.3902,664,138,18,57600,"[1, 3]",0.3049
BRATS_001,32,FLAIR,0.3089,0.0,0.3942,0.1818,783,547,143,57600,"[1, 2, 3]",0.3017
BRATS_001,33,FLAIR,0.4104,0.0,0.5776,0.2096,945,542,244,57600,"[1, 2, 3]",0.3096
BRATS_001,34,FLAIR,0.4478,0.0,0.4507,0.304,1040,521,300,57600,"[1, 2, 3]",0.3073
BRATS_001,35,FLAIR,0.5367,0.0417,0.5706,0.4,1126,663,413,57600,"[1, 2, 3]",0.3046
BRATS_001,36,FLAIR,0.5666,0.0087,0.5302,0.3702,1346,807,532,57600,"[1, 2, 3]",0.3044
BRATS_001,37,FLAIR,0.5932,0.0174,0.6314,0.25,1373,840,579,57600,"[1, 2, 3]",0.3067
BRATS_001,38,FLAIR,0.6398,0.0338,0.67,0.2764,1484,902,698,57600,"[1, 2, 3]",0.3083
BRATS_001,39,FLAIR,0.705,0.0858,0.743,0.2231,1363,1032,742,57600,"[1, 2, 3]",0.3062
BRATS_001,40,FLAIR,0.7118,0.1791,0.7182,0.1157,1473,1333,814,57600,"[1, 2, 3]",0.3077
BRATS_001,41,FLAIR,0.7003,0.1215,0.7123,0.1933,1663,1429,896,57600,"[1, 2, 3]",0.3028
BRATS_001,42,FLAIR,0.6867,0.0909,0.7127,0.2318,1815,1310,949,57600,"[1, 2, 3]",0.3064
BRATS_001,43,FLAIR,0.7377,0.2671,0.7063,0.3,1759,1328,1028,57600,"[1, 2, 3]",0.3097
BRATS_001,44,FLAIR,0.697,0.2545,0.7171,0.3365,2030,1424,1086,57600,"[1, 2, 3]",0.303
BRATS_001,45,FLAIR,0.6911,0.2344,0.6563,0.2609,2182,1813,1152,57600,"[1, 2, 3]",0.3102
BRATS_001,46,FLAIR,0.655,0.0354,0.5796,0.2028,2992,2273,1457,57600,"[1, 2, 3]",0.3048
BRATS_001,47,FLAIR,0.6685,0.0982,0.646,0.2041,3113,2688,1563,57600,"[1, 2, 3]",0.3058
BRATS_001,48,FLAIR,0.6989,0.1201,0.591,0.3042,3059,1934,1643,57600,"[1, 2, 3]",0.3111
BRATS_001,49,FLAIR,0.7013,0.0909,0.1882,0.1938,3302,1182,1783,57600,"[1, 2, 3]",0.3052
BRATS_001,50,FLAIR,0.686,0.0797,0.4062,0.2111,3515,1695,1835,57600,"[1, 2, 3]",0.3113
BRATS_001,51,FLAIR,0.7047,0.1293,0.5341,0.3099,3533,2313,1922,57600,"[1, 2, 3]",0.3078
BRATS_001,52,FLAIR,0.6961,0.1322,0.6124,0.3358,3683,2897,1966,57600,"[1, 2, 3]",0.3062
BRATS_001,53,FLAIR,0.6787,0.1034,0.632,0.1767,3816,2970,1960,57600,"[1, 2, 3]",0.3133
BRATS_001,54,FLAIR,0.6914,0.1696,0.669,0.2968,3744,2812,1986,57600,"[1, 2, 3]",0.3066
BRATS_001,55,FLAIR,0.7834,0.348,0.7473,0.2678,3141,3008,2034,57600,"[1, 2, 3]",0.3124
BRATS_001,56,FLAIR,0.789,0.3431,0.6988,0.2086,3229,3058,2122,57600,"[1, 2, 3]",0.3043
BRATS_001,57,FLAIR,0.8537,0.546,0.7177,0.231,2834,3422,2182,57600,"[1, 2, 3]",0.3036
BRATS_001,58,FLAIR,0.83,0.4438,0.6972,0.3333,3082,3260,2248,57600,"[1, 2, 3]",0.3165
BRATS_001,59,FLAIR,0.8599,0.4683,0.6997,0.27,2902,2996,2289,57600,"[1, 2, 3]",0.3077
BRATS_001,60,FLAIR,0.8497,0.4788,0.722,0.2088,2996,2810,2326,57600,"[1, 2, 3]",0.3127
BRATS_001,61,FLAIR,0.8745,0.541,0.7284,0.3655,2843,2641,2362,57600,"[1, 2, 3]",0.3085
BRATS_001,62,FLAIR,0.8685,0.4676,0.7316,0.3067,2954,2797,2400,57600,"[1, 2, 3]",0.3166
BRATS_001,63,FLAIR,0.8856,0.5678,0.8125,0.3655,2955,3255,2458,57600,"[1, 2, 3]",0.3086
BRATS_001,64,FLAIR,0.7986,0.328,0.7781,0.2949,3571,2681,2442,57600,"[1, 2, 3]",0.3056
BRATS_001,65,FLAIR,0.7575,0.2683,0.7857,0.274,3873,2758,2435,57600,"[1, 2, 3]",0.3121
BRATS_001,66,FLAIR,0.7849,0.2382,0.8295,0.3071,3670,3153,2438,57600,"[1, 2, 3]",0.3061
BRATS_001,67,FLAIR,0.8217,0.3169,0.7679,0.2281,3303,2811,2419,57600,"[1, 2, 3]",0.3188
BRATS_001,68,FLAIR,0.7876,0.2794,0.8027,0.3384,3484,2763,2372,57600,"[1, 2, 3]",0.3056
BRATS_001,69,FLAIR,0.7933,0.2977,0.8163,0.381,3409,2651,2342,57600,"[1, 2, 3]",0.3116
BRATS_001,70,FLAIR,0.7876,0.26,0.7716,0.3883,3551,2766,2343,57600,"[1, 2, 3]",0.3073
BRATS_001,71,FLAIR,0.7556,0.2774,0.7889,0.3974,3359,2731,2337,57600,"[1, 2, 3]",0.306
BRATS_001,72,FLAIR,0.7494,0.2865,0.8589,0.4423,3230,2673,2345,57600,"[1, 2, 3]",0.3093
BRATS_001,73,FLAIR,0.7408,0.2606,0.841,0.4451,3937,2548,2370,57600,"[1, 2, 3]",0.3052
BRATS_001,74,FLAIR,0.7237,0.2384,0.7889,0.3909,3930,2580,2305,57600,"[1, 2, 3]",0.3073
BRATS_001,75,FLAIR,0.7102,0.2583,0.7345,0.3233,4118,2751,2314,57600,"[1, 2, 3]",0.3048
BRATS_001,76,FLAIR,0.807,0.4681,0.8311,0.4019,3276,2773,2295,57600,"[1, 2, 3]",0.306
BRATS_001,77,FLAIR,0.807,0.5246,0.8427,0.3571,3075,2872,2209,57600,"[1, 2, 3]",0.3153
BRATS_001,78,FLAIR,0.8209,0.5166,0.8889,0.5068,3035,2502,2162,57600,"[1, 2, 3]",0.3056
BRATS_001,79,FLAIR,0.7687,0.4475,0.8794,0.3303,3252,2634,2069,57600,"[1, 2, 3]",0.3176
BRATS_001,80,FLAIR,0.6924,0.2534,0.8323,0.1,3720,2768,1973,57600,"[1, 2, 3]",0.3095
BRATS_001,81,FLAIR,0.6409,0.2446,0.797,0.205,4060,2824,1916,57600,"[1, 2, 3]",0.3062
BRATS_001,82,FLAIR,0.6209,0.2023,0.7694,0.1828,4298,2972,1941,57600,"[1, 2, 3]",0.3089
BRATS_001,83,FLAIR,0.6051,0.1618,0.7507,0.1969,4413,3060,1917,57600,"[1, 2, 3]",0.3098
BRATS_001,84,FLAIR,0.6577,0.0991,0.7756,0.2022,3879,2915,1902,57600,"[1, 2, 3]",0.3111
BRATS_001,85,FLAIR,0.6299,0.079,0.8113,0.2429,4240,2775,1951,57600,"[1, 3]",0.3096
BRATS_001,86,FLAIR,0.8049,0.2995,0.8318,0.2687,2881,2588,1942,57600,"[1, 2, 3]",0.3055
BRATS_001,87,FLAIR,0.8272,0.474,0.8012,0.2231,2613,2610,1906,57600,"[1, 2, 3]",0.313
BRATS_001,88,FLAIR,0.7074,0.1278,0.7783,0.2426,3366,2647,1842,57600,"[1, 2, 3]",0.3066
BRATS_001,89,FLAIR,0.7659,0.2734,0.7917,0.2777,2648,2305,1679,57600,[1],0.3083
BRATS_001,90,FLAIR,0.7267,0.1463,0.7823,0.2851,2882,2383,1659,57600,[1],0.3063
BRATS_001,91,FLAIR,0.6611,0.0168,0.7704,0.2602,3291,2521,1625,57600,[1],0.3078
BRATS_001,92,FLAIR,0.6114,0.0135,0.757,0.2789,3411,2440,1502,57600,[1],0.3051
BRATS_001,93,FLAIR,0.5081,0.0455,0.7181,0.3077,3603,2107,1227,57600,[1],0.3081
BRATS_001,94,FLAIR,0.4016,0.1156,0.578,0.1448,3303,2042,830,57600,[1],0.3098
BRATS_001,95,FLAIR,0.3993,0.1131,0.5101,0.1642,2580,1730,646,57600,[1],0.3084
BRATS_001,96,FLAIR,0.3364,0.1176,0.5239,0.1552,2586,1456,529,57600,[1],0.3117
BRATS_001,97,FLAIR,0.2856,0.1519,0.5655,0.3617,2729,1131,457,57600,[1],0.3009
BRATS_001,98,FLAIR,0.2669,0.2151,0.5529,0.2941,2545,1015,392,57600,[1],0.3076
BRATS_001,99,FLAIR,0.2199,0.1745,0.4181,0.1654,2377,1119,297,57600,[1],0.3098
BRATS_001,100,FLAIR,0.16,0.0741,0.2452,0.0909,1800,1135,162,57600,[1],0.3093
BRATS_001,101,FLAIR,0.3394,0.4615,0.5324,0.301,305,215,78,57600,[1],0.3105
