image_id,slice_idx,modality,dice_sam,nsd_sam,dice_medsam,nsd_medsam,sam_pixels,medsam_pixels,foreground_pixels,total_pixels,labels_present,slice_time_sec
colon_001,51,CT,0.0,0.0468,0.5991,0.1853,766,1072,841,262144,[1],0.6359
colon_001,52,CT,0.7391,0.251,0.8779,0.7,1102,632,646,262144,[1],0.346
colon_001,53,CT,0.7494,0.3399,0.6473,0.3902,494,288,296,262144,[1],0.3495
colon_005,44,CT,0.4539,0.0,0.7458,0.4091,947,371,278,262144,[1],0.3663
colon_005,50,CT,0.3835,0.0276,0.4324,0.3958,1138,447,270,262144,[1],0.3717
colon_005,51,CT,0.5543,0.0,0.4248,0.084,2115,724,811,262144,[1],0.392
colon_005,52,CT,0.7601,0.1489,0.8148,0.4586,2713,1761,1705,262144,[1],0.3566
colon_005,53,CT,0.9422,0.6903,0.7195,0.1119,2338,1204,2143,262144,[1],0.3515
colon_005,54,CT,0.7008,0.005,0.8187,0.2148,3400,1305,1834,262144,[1],0.344
colon_005,55,CT,0.7763,0.0444,0.8569,0.2419,3704,1877,2350,262144,[1],0.3448
colon_005,56,CT,0.658,0.1849,0.764,0.4174,2576,1363,1828,262144,[1],0.3471
colon_005,57,CT,0.0008,0.1394,0.2145,0.1821,957,1320,1430,262144,[1],0.3461
colon_005,58,CT,0.0008,0.223,0.4029,0.0989,1170,1043,1335,262144,[1],0.3503
colon_005,59,CT,0.0,0.0917,0.6435,0.3317,979,491,774,262144,[1],0.3412
colon_005,60,CT,0.7574,0.382,0.7969,0.635,721,329,454,262144,[1],0.3556
colon_006,12,CT,0.0448,0.0,0.0,0.0,131,30,3,262144,[1],0.3543
colon_006,41,CT,0.0769,0.3333,0.0444,0.1,25,44,1,262144,[1],0.3411
colon_006,42,CT,0.6802,0.1986,0.7312,0.4196,1620,1449,835,262144,[1],0.3533
colon_006,43,CT,0.6017,0.0457,0.7515,0.4054,825,502,355,262144,[1],0.3408
colon_007,38,CT,0.7322,0.4378,0.868,0.673,853,554,499,262144,[1],0.35
colon_007,39,CT,0.699,0.4336,0.7317,0.4692,1138,614,616,262144,[1],0.3567
colon_007,40,CT,0.7708,0.6392,0.7277,0.4238,1785,1493,1173,262144,[1],0.3463
colon_007,41,CT,0.7375,0.4788,0.8057,0.4186,1860,1364,1096,262144,[1],0.353
colon_007,42,CT,0.7084,0.5901,0.7394,0.4439,954,770,531,262144,[1],0.3461
colon_007,43,CT,0.8036,0.6287,0.8423,0.5226,663,607,452,262144,[1],0.3427
colon_007,44,CT,0.7039,0.3719,0.8408,0.66,429,238,233,262144,[1],0.3414
colon_008,97,CT,0.7283,0.5298,0.7761,0.5139,773,404,449,262144,[1],0.3464
colon_008,98,CT,0.6826,0.4035,0.6774,0.4575,935,441,489,262144,[1],0.3467
colon_008,99,CT,0.6625,0.3426,0.648,0.373,1076,637,539,262144,[1],0.3427
colon_008,100,CT,0.3825,0.4046,0.6034,0.2968,604,667,609,262144,[1],0.3406
colon_008,101,CT,0.0,0.1095,0.2634,0.2006,925,1091,1301,262144,[1],0.3457
colon_008,102,CT,0.0,0.2005,0.5314,0.2955,838,1869,1379,262144,[1],0.3402
colon_008,103,CT,0.0179,0.2626,0.4206,0.2639,740,1012,933,262144,[1],0.351
colon_008,104,CT,0.5787,0.1118,0.6973,0.3153,1481,791,603,262144,[1],0.342
colon_008,105,CT,0.6517,0.1254,0.6981,0.3506,1866,1026,902,262144,[1],0.342
colon_008,106,CT,0.6367,0.1087,0.6506,0.344,1610,1280,752,262144,[1],0.3409
colon_008,107,CT,0.6074,0.0841,0.6514,0.3522,1034,467,451,262144,[1],0.3535
colon_008,108,CT,0.5775,0.0984,0.6754,0.2118,830,575,337,262144,[1],0.3486
colon_009,51,CT,0.6383,0.2304,0.7527,0.4528,977,666,458,262144,[1],0.3538
colon_009,52,CT,0.7775,0.5338,0.7458,0.3296,1751,1719,1153,262144,[1],0.3452
colon_009,53,CT,0.7515,0.2005,0.6676,0.256,2792,1767,1732,262144,[1],0.3446
colon_009,54,CT,0.852,0.066,0.904,0.4451,3381,2931,2509,262144,[1],0.3549
colon_009,55,CT,0.7523,0.1655,0.8601,0.3182,3804,2714,2297,262144,[1],0.3485
colon_009,56,CT,0.6819,0.0392,0.7689,0.2087,4204,1498,2175,262144,[1],0.3471
colon_009,57,CT,0.8369,0.2484,0.7794,0.1567,3525,2675,2557,262144,[1],0.3403
colon_009,58,CT,0.7746,0.0242,0.8272,0.1229,4080,3149,2579,262144,[1],0.3454
colon_009,59,CT,0.7948,0.295,0.7385,0.1789,2087,1012,1393,262144,[1],0.343
colon_009,60,CT,0.6776,0.3271,0.768,0.2476,1493,758,768,262144,[1],0.3526
colon_011,58,CT,0.6996,0.2434,0.8043,0.3682,1549,676,898,262144,[1],0.3588
colon_011,59,CT,0.7064,0.164,0.8633,0.5487,1678,835,921,262144,[1],0.3451
colon_011,60,CT,0.7525,0.2799,0.658,0.3133,1782,850,1293,262144,[1],0.3443
colon_011,61,CT,0.0398,0.2889,0.6092,0.366,546,443,509,262144,[1],0.3401
colon_011,62,CT,0.0,0.1654,0.5559,0.4906,322,151,216,262144,[1],0.3476
colon_011,63,CT,0.0223,0.1733,0.7744,0.8172,366,155,173,262144,[1],0.3484
colon_012,55,CT,0.6,0.1096,0.7965,0.4857,1344,559,576,262144,[1],0.3508
colon_012,56,CT,0.7354,0.1962,0.8292,0.3827,1080,578,628,262144,[1],0.3435
colon_012,57,CT,0.0,0.0357,0.3269,0.1115,3662,4423,1396,262144,[1],0.3457
colon_012,58,CT,0.0,0.017,0.3967,0.2628,2274,3467,1035,262144,[1],0.3526
colon_012,59,CT,0.1421,0.1919,0.4784,0.2566,2094,3414,1298,262144,[1],0.3479
colon_012,60,CT,0.4168,0.044,0.6533,0.3191,2321,2480,1518,262144,[1],0.3465
colon_012,61,CT,0.6771,0.2245,0.5911,0.3626,2237,2642,1520,262144,[1],0.3434
colon_012,62,CT,0.539,0.1722,0.6086,0.4101,1158,2171,1677,262144,[1],0.3485
colon_012,63,CT,0.7795,0.2661,0.8041,0.2747,3104,2563,2056,262144,[1],0.3401
colon_012,64,CT,0.8657,0.4452,0.7954,0.3782,2353,1871,1833,262144,[1],0.3532
colon_012,65,CT,0.7865,0.3617,0.6838,0.1753,1815,1608,1267,262144,[1],0.3427
colon_012,66,CT,0.5894,0.3671,0.5958,0.213,1270,639,603,262144,[1],0.3492
colon_015,2,CT,0.2531,0.3905,0.0133,0.2119,832,169,132,262144,[1],0.3528
colon_015,3,CT,0.3494,0.6189,0.5226,0.2186,592,652,301,262144,[1],0.3429
colon_015,4,CT,0.4774,0.2883,0.5791,0.3735,1311,556,411,262144,[1],0.3421
colon_015,5,CT,0.6155,0.4654,0.7983,0.75,1154,454,513,262144,[1],0.3452
colon_015,6,CT,0.7353,0.5426,0.8545,0.602,969,606,576,262144,[1],0.3428
colon_015,7,CT,0.7617,0.6302,0.8234,0.7191,721,550,458,262144,[1],0.3468
colon_015,8,CT,0.6747,0.6302,0.7791,0.6648,693,373,392,262144,[1],0.3461
colon_015,9,CT,0.6571,0.625,0.6943,0.5464,682,459,362,262144,[1],0.3525
colon_015,10,CT,0.7898,0.559,0.7986,0.515,670,402,467,262144,[1],0.3421
colon_015,11,CT,0.8861,0.8065,0.7779,0.5057,569,429,458,262144,[1],0.3479
colon_015,12,CT,0.5523,0.3269,0.5997,0.3275,907,371,346,262144,[1],0.3431
colon_015,13,CT,0.4954,0.3223,0.8182,0.7812,400,167,141,262144,[1],0.3439
colon_022,33,CT,0.2976,0.331,0.0526,0.39,1487,563,388,262144,[1],0.343
colon_022,34,CT,0.0288,0.3659,0.0981,0.3614,1560,1041,590,262144,[1],0.3455
colon_022,35,CT,0.6863,0.3926,0.7635,0.3323,2059,1298,1091,262144,[1],0.35
colon_022,36,CT,0.4632,0.2634,0.6303,0.3003,3215,1697,1051,262144,[1],0.3443
colon_022,37,CT,0.7297,0.3016,0.7037,0.2643,4069,3597,2397,262144,[1],0.3482
colon_022,38,CT,0.7301,0.2182,0.7563,0.2395,2738,2032,1768,262144,[1],0.3477
colon_022,39,CT,0.7943,0.3824,0.6537,0.2474,2824,1797,1945,262144,[1],0.3462
