image_id,slice_idx,modality,dice_sam,nsd_sam,dice_medsam,nsd_medsam,sam_pixels,medsam_pixels,foreground_pixels,total_pixels,labels_present,slice_time_sec
spleen_10,23,CT,0.0,0.0,0.543,0.1708,630,1161,467,262144,[1],0.6543
spleen_10,24,CT,0.2657,0.3282,0.8452,0.3345,1193,1793,1314,262144,[1],0.3583
spleen_10,25,CT,0.8151,0.4204,0.7366,0.0712,2636,3319,1935,262144,[1],0.3727
spleen_10,26,CT,0.695,0.3829,0.7394,0.0633,2926,4355,2559,262144,[1],0.3477
spleen_10,27,CT,0.7046,0.3514,0.6857,0.1107,7178,7481,3935,262144,[1],0.3464
spleen_10,28,CT,0.7622,0.4378,0.6648,0.1917,7336,8136,4548,262144,[1],0.3474
spleen_10,29,CT,0.7897,0.4652,0.6753,0.1182,7389,9434,4833,262144,[1],0.3855
spleen_10,30,CT,0.8055,0.2658,0.679,0.1053,7479,9458,5043,262144,[1],0.3926
spleen_10,31,CT,0.832,0.2978,0.9452,0.5785,6935,5425,4949,262144,[1],0.353
spleen_10,32,CT,0.8197,0.2949,0.9333,0.5483,6528,5175,4537,262144,[1],0.3504
spleen_10,33,CT,0.7292,0.2325,0.9541,0.717,7366,4604,4227,262144,[1],0.3415
spleen_10,34,CT,0.7167,0.3086,0.9026,0.3424,6743,4568,3783,262144,[1],0.3498
spleen_10,35,CT,0.7099,0.2403,0.9402,0.6519,5971,3685,3307,262144,[1],0.3643
spleen_10,36,CT,0.7036,0.1423,0.955,0.7696,5299,3103,2876,262144,[1],0.3633
spleen_10,37,CT,0.6829,0.0781,0.9411,0.6387,4583,2667,2376,262144,[1],0.3392
spleen_10,38,CT,0.628,0.0468,0.7855,0.1574,3699,2513,1693,262144,[1],0.3379
spleen_10,39,CT,0.4272,0.0,0.8235,0.2513,2537,982,689,262144,[1],0.343
spleen_12,62,CT,0.3451,0.1832,0.3833,0.0,1103,970,230,262144,[1],0.3673
spleen_12,63,CT,0.5004,0.0,0.7256,0.3932,1798,1051,600,262144,[1],0.368
spleen_12,64,CT,0.6809,0.1322,0.7431,0.0608,1796,1568,927,262144,[1],0.3596
spleen_12,65,CT,0.7865,0.2976,0.7386,0.0116,1831,2041,1195,262144,[1],0.3365
spleen_12,66,CT,0.8624,0.4228,0.8149,0.2185,1881,2074,1426,262144,[1],0.3768
spleen_12,67,CT,0.8829,0.4605,0.7254,0.0909,2085,2896,1648,262144,[1],0.3425
spleen_12,68,CT,0.8875,0.5854,0.7801,0.0985,2299,2868,1834,262144,[1],0.342
spleen_12,69,CT,0.8778,0.5248,0.8147,0.1288,2571,2926,2011,262144,[1],0.3427
spleen_12,70,CT,0.9095,0.5739,0.8676,0.2377,2656,2891,2215,262144,[1],0.3497
spleen_12,71,CT,0.9189,0.5894,0.8826,0.2951,2858,3075,2429,262144,[1],0.339
spleen_12,72,CT,0.93,0.714,0.8956,0.3486,3063,3274,2662,262144,[1],0.3353
spleen_12,73,CT,0.931,0.6465,0.8855,0.298,3321,3640,2892,262144,[1],0.3413
spleen_12,74,CT,0.9321,0.6158,0.9041,0.3412,3615,3824,3155,262144,[1],0.3363
spleen_12,75,CT,0.9132,0.4295,0.9101,0.4386,4082,4108,3430,262144,[1],0.3408
spleen_12,76,CT,0.9281,0.5554,0.9136,0.3558,4278,4405,3704,262144,[1],0.3383
spleen_12,77,CT,0.9278,0.5125,0.9257,0.4239,4612,4632,3991,262144,[1],0.3417
spleen_12,78,CT,0.9419,0.6321,0.9362,0.596,4831,4895,4308,262144,[1],0.3387
spleen_12,79,CT,0.9484,0.6739,0.9187,0.3415,5119,5437,4619,262144,[1],0.3428
spleen_12,80,CT,0.9561,0.6564,0.9377,0.4837,5357,5607,4949,262144,[1],0.3378
spleen_12,81,CT,0.9453,0.5937,0.9495,0.5762,5889,5761,5339,262144,[1],0.3437
spleen_12,82,CT,0.9485,0.5749,0.9294,0.4917,6270,6599,5762,262144,[1],0.3405
spleen_12,83,CT,0.9577,0.7004,0.8697,0.3287,6478,7894,6094,262144,[1],0.3387
spleen_12,84,CT,0.9496,0.6411,0.8411,0.1818,6977,8811,6427,262144,[1],0.3412
spleen_12,85,CT,0.944,0.6221,0.8011,0.1299,7447,10137,6773,262144,[1],0.3458
spleen_12,86,CT,0.9418,0.5534,0.8246,0.1377,7841,10144,7116,262144,[1],0.39
spleen_12,87,CT,0.9313,0.5005,0.8582,0.1886,8458,9953,7492,262144,[1],0.385
spleen_12,88,CT,0.9165,0.4645,0.8458,0.1423,9219,10796,7911,262144,[1],0.3994
spleen_12,89,CT,0.9063,0.403,0.7708,0.1637,9933,13352,8373,262144,[1],0.3775
spleen_12,90,CT,0.9314,0.4995,0.7604,0.1794,10055,14369,8840,262144,[1],0.376
spleen_12,91,CT,0.9459,0.5962,0.7793,0.1261,10229,14274,9254,262144,[1],0.345
spleen_12,92,CT,0.9529,0.6538,0.7778,0.0985,10426,15050,9626,262144,[1],0.379
spleen_12,93,CT,0.9542,0.6357,0.7876,0.104,10659,15273,9973,262144,[1],0.3427
spleen_12,94,CT,0.9616,0.6708,0.7224,0.0968,10733,18100,10271,262144,[1],0.3506
spleen_12,95,CT,0.9411,0.5023,0.7116,0.0726,11398,19002,10529,262144,[1],0.3636
spleen_12,96,CT,0.8719,0.3327,0.7123,0.0257,13487,19226,10722,262144,[1],0.375
spleen_12,97,CT,0.9253,0.4621,0.7175,0.0601,12219,19380,10897,262144,[1],0.3403
spleen_12,98,CT,0.9339,0.5054,0.7152,0.0485,12273,19565,11033,262144,[1],0.3722
spleen_12,99,CT,0.8434,0.2704,0.7614,0.088,15206,18135,11183,262144,[1],0.37
spleen_12,100,CT,0.8517,0.3569,0.8196,0.0359,15116,16309,11324,262144,[1],0.3512
spleen_12,101,CT,0.8764,0.3961,0.8374,0.1126,14424,15898,11451,262144,[1],0.3629
spleen_12,102,CT,0.8938,0.4457,0.8469,0.2701,14149,15731,11554,262144,[1],0.3619
spleen_12,103,CT,0.8706,0.3557,0.8348,0.167,14940,16240,11643,262144,[1],0.3603
spleen_12,104,CT,0.8729,0.3582,0.8655,0.2436,14973,15265,11689,262144,[1],0.347
spleen_12,105,CT,0.8236,0.2559,0.8426,0.2009,16671,16028,11726,262144,[1],0.3488
spleen_12,106,CT,0.8158,0.2661,0.799,0.1976,16976,17505,11731,262144,[1],0.3546
spleen_12,107,CT,0.8095,0.2725,0.7363,0.1395,17107,19602,11707,262144,[1],0.3699
spleen_12,108,CT,0.7814,0.2401,0.755,0.1787,18096,18974,11645,262144,[1],0.355
spleen_12,109,CT,0.7857,0.2781,0.7813,0.2484,17789,17897,11537,262144,[1],0.3439
spleen_12,110,CT,0.8109,0.3219,0.7887,0.2849,16628,17417,11419,262144,[1],0.3718
spleen_12,111,CT,0.8229,0.3098,0.7173,0.1992,15978,19429,11263,262144,[1],0.3416
spleen_12,112,CT,0.8567,0.3127,0.7024,0.1843,14584,19226,11046,262144,[1],0.3654
spleen_12,113,CT,0.822,0.2341,0.7033,0.1707,15404,19311,10822,262144,[1],0.3625
spleen_12,114,CT,0.7847,0.2186,0.6782,0.0964,16264,19219,10535,262144,[1],0.3398
