image_id,slice_idx,modality,dice_sam,nsd_sam,dice_medsam,nsd_medsam,sam_pixels,medsam_pixels,foreground_pixels,total_pixels,labels_present,slice_time_sec
pancreas_001,33,CT,0.4862,0.0237,0.6253,0.1462,853,596,274,262144,"[1, 2]",0.7027
pancreas_001,34,CT,0.8791,0.5021,0.7886,0.1048,1286,1484,1080,262144,"[1, 2]",0.3634
pancreas_001,35,CT,0.9251,0.7169,0.8488,0.4563,1423,1372,1340,262144,"[1, 2]",0.3664
pancreas_001,36,CT,0.8608,0.4778,0.7831,0.1923,1834,1722,1644,262144,"[1, 2]",0.3725
pancreas_001,37,CT,0.8746,0.6049,0.8222,0.2226,1918,2034,1846,262144,"[1, 2]",0.3649
pancreas_001,38,CT,0.8958,0.5957,0.8514,0.3639,1890,2251,1921,262144,"[1, 2]",0.3618
pancreas_001,39,CT,0.8087,0.3204,0.8534,0.2273,2390,2596,1955,262144,"[1, 2]",0.3665
pancreas_001,40,CT,0.7658,0.2935,0.8558,0.2676,2854,2565,2048,262144,"[1, 2]",0.3605
pancreas_001,41,CT,0.8126,0.4175,0.8515,0.2429,2559,2687,2093,262144,"[1, 2]",0.3699
pancreas_001,42,CT,0.8357,0.4429,0.8552,0.322,2489,2784,2111,262144,"[1, 2]",0.3577
pancreas_001,43,CT,0.8117,0.4126,0.8049,0.1749,2604,2810,2122,262144,"[1, 2]",0.3559
pancreas_001,44,CT,0.8152,0.3519,0.7434,0.1103,2695,3286,2224,262144,"[1, 2]",0.3515
pancreas_001,45,CT,0.8303,0.398,0.7299,0.0944,2846,2998,2222,262144,"[1, 2]",0.363
pancreas_001,46,CT,0.8543,0.4988,0.7493,0.2033,2496,2632,2186,262144,"[1, 2]",0.361
pancreas_001,47,CT,0.8586,0.5103,0.7252,0.1751,2675,2998,2198,262144,"[1, 2]",0.3628
pancreas_001,48,CT,0.8506,0.5631,0.7392,0.1791,2766,3328,2162,262144,"[1, 2]",0.3816
pancreas_001,49,CT,0.7873,0.4418,0.7068,0.1697,3182,3455,2153,262144,"[1, 2]",0.3633
pancreas_001,50,CT,0.7167,0.3449,0.6963,0.2076,3561,3475,2143,262144,"[1, 2]",0.3685
pancreas_001,51,CT,0.7025,0.3534,0.642,0.3145,3833,4308,2200,262144,"[1, 2]",0.3606
pancreas_001,52,CT,0.6054,0.1661,0.5523,0.1224,8425,7968,3682,262144,"[1, 2]",0.3599
pancreas_001,53,CT,0.6595,0.2476,0.5154,0.0832,6843,7884,3665,262144,"[1, 2]",0.3673
pancreas_001,54,CT,0.7457,0.235,0.5065,0.0723,5684,8027,3792,262144,"[1, 2]",0.3664
pancreas_001,55,CT,0.7257,0.2652,0.5184,0.0719,6324,8217,3790,262144,"[1, 2]",0.3791
pancreas_001,56,CT,0.719,0.1844,0.4814,0.0468,6470,7369,3674,262144,[1],0.3656
pancreas_001,57,CT,0.6698,0.1492,0.4588,0.0512,6654,7041,3531,262144,[1],0.3777
pancreas_001,58,CT,0.645,0.0908,0.234,0.0583,6534,4641,3230,262144,[1],0.3655
pancreas_001,59,CT,0.5314,0.0995,0.3228,0.0663,5922,4649,2663,262144,[1],0.36
pancreas_001,60,CT,0.5564,0.1524,0.5121,0.0918,3380,2413,1340,262144,[1],0.3642
pancreas_001,61,CT,0.3868,0.0,0.5992,0.1938,1756,814,421,262144,[1],0.3654
pancreas_004,37,CT,0.7042,0.4468,0.7861,0.4245,1377,1121,861,262144,"[1, 2]",0.3751
pancreas_004,38,CT,0.7992,0.3668,0.8441,0.1527,2136,1740,1743,262144,"[1, 2]",0.3715
pancreas_004,39,CT,0.8056,0.2133,0.8855,0.3564,2699,1911,2326,262144,"[1, 2]",0.3801
pancreas_004,40,CT,0.7753,0.151,0.8175,0.2639,2894,2823,2745,262144,"[1, 2]",0.3733
pancreas_004,41,CT,0.827,0.2402,0.8321,0.2387,3086,4269,3129,262144,"[1, 2]",0.3623
pancreas_004,42,CT,0.8259,0.2311,0.7977,0.0979,2908,4167,3340,262144,"[1, 2]",0.367
pancreas_004,43,CT,0.8903,0.4321,0.7595,0.04,3121,3626,3344,262144,"[1, 2]",0.3827
pancreas_004,44,CT,0.8412,0.3238,0.8245,0.1557,2791,4120,3293,262144,"[1, 2]",0.3621
pancreas_004,45,CT,0.8156,0.2465,0.6346,0.0746,3926,2854,3276,262144,"[1, 2]",0.3653
pancreas_004,46,CT,0.796,0.2677,0.713,0.0841,3538,3362,3090,262144,"[1, 2]",0.3569
pancreas_004,47,CT,0.7566,0.1992,0.8184,0.1905,3717,4164,3021,262144,"[1, 2]",0.3648
pancreas_004,48,CT,0.7682,0.2393,0.8104,0.1637,4272,4307,3119,262144,"[1, 2]",0.3583
pancreas_004,49,CT,0.7625,0.3031,0.8443,0.2907,4190,4105,3099,262144,"[1, 2]",0.3744
pancreas_004,50,CT,0.7615,0.2362,0.8065,0.3348,4260,4445,3104,262144,"[1, 2]",0.3673
pancreas_004,51,CT,0.7666,0.3119,0.7367,0.1802,4185,4728,3047,262144,[1],0.3752
pancreas_004,52,CT,0.7452,0.2542,0.6732,0.1718,4479,5322,3154,262144,[1],0.3699
pancreas_004,53,CT,0.7349,0.2676,0.629,0.1938,4320,5525,3194,262144,[1],0.3671
pancreas_004,54,CT,0.667,0.2615,0.6184,0.0484,5442,6092,3155,262144,[1],0.3613
pancreas_004,55,CT,0.5925,0.1129,0.5303,0.0273,4748,6583,2752,262144,[1],0.3664
pancreas_004,56,CT,0.5635,0.2392,0.7208,0.2216,1516,3288,1895,262144,[1],0.3647
pancreas_004,57,CT,0.6581,0.2308,0.6779,0.2129,2847,2865,2003,262144,[1],0.3703
pancreas_004,58,CT,0.7478,0.2252,0.6491,0.1016,3231,3504,2292,262144,[1],0.3654
pancreas_004,59,CT,0.5182,0.1022,0.3576,0.0323,6363,6203,2533,262144,[1],0.3837
pancreas_004,60,CT,0.5376,0.211,0.3852,0.025,6385,5359,2674,262144,[1],0.3649
pancreas_004,61,CT,0.527,0.1796,0.6081,0.1013,7009,4883,2846,262144,[1],0.3623
pancreas_004,62,CT,0.5629,0.1085,0.6309,0.0931,7050,4934,3020,262144,[1],0.3683
pancreas_004,63,CT,0.6172,0.2529,0.6519,0.1447,6217,5801,3290,262144,[1],0.37
pancreas_004,64,CT,0.6199,0.1933,0.8167,0.308,6697,4794,3757,262144,[1],0.3702
pancreas_004,65,CT,0.7944,0.2845,0.7894,0.1032,5464,6069,4564,262144,[1],0.3672
pancreas_004,66,CT,0.86,0.3678,0.7592,0.1284,4938,6693,4601,262144,[1],0.3696
pancreas_004,67,CT,0.8343,0.1882,0.697,0.1619,4771,7186,4240,262144,[1],0.379
pancreas_004,68,CT,0.8148,0.2797,0.7005,0.2242,4321,5936,3423,262144,[1],0.3646
pancreas_004,69,CT,0.7283,0.1186,0.7073,0.1735,3082,2543,2366,262144,[1],0.3761
pancreas_004,70,CT,0.5554,0.0476,0.6843,0.1748,1535,1247,1173,262144,[1],0.3655
pancreas_004,71,CT,0.5277,0.215,0.7344,0.3373,1203,502,601,262144,[1],0.3678
pancreas_005,26,CT,0.3069,0.1449,0.5112,0.1759,559,296,197,262144,[1],0.3695
pancreas_005,27,CT,0.4129,0.1719,0.6991,0.3559,828,343,315,262144,[1],0.3636
