image_id,slice_idx,modality,dice_sam,nsd_sam,dice_medsam,nsd_medsam,sam_pixels,medsam_pixels,foreground_pixels,total_pixels,labels_present,slice_time_sec
BRATS_001,29,FLAIR,0.0132,0.0,0.0,0.0,452,298,3,57600,[1],0.5938
BRATS_001,30,FLAIR,0.0156,0.0,0.0,0.0,637,283,5,57600,[1],0.3065
BRATS_001,31,FLAIR,0.0517,0.0,0.0421,0.1914,678,505,18,57600,"[1, 3]",0.3006
BRATS_001,32,FLAIR,0.3023,0.0,0.0,0.0,803,602,143,57600,"[1, 2, 3]",0.3097
BRATS_001,33,FLAIR,0.3873,0.0,0.0,0.0,1016,606,244,57600,"[1, 2, 3]",0.3011
BRATS_001,34,FLAIR,0.3829,0.0,0.0115,0.108,1267,572,300,57600,"[1, 2, 3]",0.3014
BRATS_001,35,FLAIR,0.4734,0.0,0.0076,0.1371,1332,911,413,57600,"[1, 2, 3]",0.3115
BRATS_001,36,FLAIR,0.5485,0.0088,0.0512,0.1558,1408,990,532,57600,"[1, 2, 3]",0.3032
BRATS_001,37,FLAIR,0.575,0.0176,0.1097,0.1322,1435,1190,579,57600,"[1, 2, 3]",0.3101
BRATS_001,38,FLAIR,0.63,0.0342,0.203,0.1371,1518,1509,698,57600,"[1, 2, 3]",0.3045
BRATS_001,39,FLAIR,0.6558,0.0417,0.4544,0.2178,1521,1683,742,57600,"[1, 2, 3]",0.302
BRATS_001,40,FLAIR,0.6661,0.0576,0.5154,0.0791,1630,2182,814,57600,"[1, 2, 3]",0.3121
BRATS_001,41,FLAIR,0.6806,0.0985,0.455,0.292,1737,2251,896,57600,"[1, 2, 3]",0.3038
BRATS_001,42,FLAIR,0.6742,0.0846,0.5149,0.1958,1866,2073,949,57600,"[1, 2, 3]",0.3117
BRATS_001,43,FLAIR,0.7051,0.1756,0.5148,0.2781,1888,2177,1028,57600,"[1, 2, 3]",0.3006
BRATS_001,44,FLAIR,0.6796,0.2378,0.5418,0.2272,2110,2273,1086,57600,"[1, 2, 3]",0.3148
BRATS_001,45,FLAIR,0.6531,0.1835,0.4623,0.1962,2376,2551,1152,57600,"[1, 2, 3]",0.3082
BRATS_001,46,FLAIR,0.641,0.0289,0.4189,0.3092,3089,2835,1457,57600,"[1, 2, 3]",0.3062
BRATS_001,47,FLAIR,0.6212,0.0901,0.449,0.2683,3469,2869,1563,57600,"[1, 2, 3]",0.3134
BRATS_001,48,FLAIR,0.6644,0.0869,0.335,0.2178,3303,2417,1643,57600,"[1, 2, 3]",0.3024
BRATS_001,49,FLAIR,0.6756,0.0678,0.0326,0.1703,3495,1711,1783,57600,"[1, 2, 3]",0.3111
BRATS_001,50,FLAIR,0.662,0.0528,0.0413,0.1831,3709,1898,1835,57600,"[1, 2, 3]",0.3032
BRATS_001,51,FLAIR,0.6829,0.1012,0.2377,0.1843,3707,2344,1922,57600,"[1, 2, 3]",0.3038
BRATS_001,52,FLAIR,0.6863,0.1262,0.3211,0.2035,3763,2656,1966,57600,"[1, 2, 3]",0.3137
BRATS_001,53,FLAIR,0.6748,0.0942,0.3976,0.2588,3849,2733,1960,57600,"[1, 2, 3]",0.3048
BRATS_001,54,FLAIR,0.6799,0.1676,0.1393,0.1581,3821,2091,1986,57600,"[1, 2, 3]",0.3063
BRATS_001,55,FLAIR,0.6686,0.0954,0.3622,0.0824,4050,2560,2034,57600,"[1, 2, 3]",0.3062
BRATS_001,56,FLAIR,0.6768,0.1336,0.3848,0.1006,4128,2769,2122,57600,"[1, 2, 3]",0.306
BRATS_001,57,FLAIR,0.7297,0.2611,0.496,0.1471,3738,3008,2182,57600,"[1, 2, 3]",0.3106
