image_id,slice_idx,modality,dice_sam,nsd_sam,dice_medsam,nsd_medsam,sam_pixels,medsam_pixels,foreground_pixels,total_pixels,labels_present,slice_time_sec
prostate_00,0,T2,0.6834,0.1868,0.7812,0.1972,383,366,571,102400,"[1, 2]",0.6015
prostate_00,1,T2,0.7633,0.1637,0.7264,0.2264,2572,1239,1707,102400,"[1, 2]",0.3098
prostate_00,2,T2,0.874,0.3844,0.6685,0.1682,2657,1496,2073,102400,"[1, 2]",0.3131
prostate_00,3,T2,0.8585,0.1321,0.7508,0.3091,2980,1765,2420,102400,"[1, 2]",0.3182
prostate_00,4,T2,0.9423,0.6441,0.85,0.4457,3022,2251,2817,102400,"[1, 2]",0.325
prostate_00,5,T2,0.9478,0.6154,0.9054,0.3644,3248,2587,3070,102400,"[1, 2]",0.3205
prostate_00,6,T2,0.9416,0.484,0.9416,0.5777,3393,3015,3306,102400,"[1, 2]",0.3153
prostate_00,7,T2,0.9361,0.3134,0.9288,0.4723,3480,2915,3308,102400,"[1, 2]",0.3138
prostate_00,8,T2,0.9272,0.47,0.9374,0.6069,3468,3217,3318,102400,"[1, 2]",0.3127
prostate_00,9,T2,0.9555,0.6566,0.9537,0.6297,3353,3392,3159,102400,"[1, 2]",0.3144
prostate_00,10,T2,0.9214,0.3264,0.9146,0.3148,3150,3012,3008,102400,"[1, 2]",0.311
prostate_00,11,T2,0.8879,0.3385,0.9292,0.6156,2826,2158,2321,102400,[2],0.3145
prostate_00,12,T2,0.8375,0.2405,0.866,0.4872,1617,1479,1177,102400,[2],0.3204
prostate_00,13,T2,0.6774,0.0823,0.823,0.4074,1154,714,591,102400,[2],0.3112
prostate_01,2,T2,0.7198,0.1857,0.9126,0.8763,448,214,255,102400,[2],0.3136
prostate_01,3,T2,0.8455,0.4909,0.9142,0.7865,845,664,747,102400,[2],0.3282
prostate_01,4,T2,0.8903,0.4567,0.6621,0.2632,1479,826,1210,102400,"[1, 2]",0.3148
prostate_01,5,T2,0.9006,0.4369,0.5886,0.2538,2104,1245,1949,102400,"[1, 2]",0.3529
prostate_01,6,T2,0.938,0.5934,0.7255,0.1579,2928,1734,2859,102400,"[1, 2]",0.3534
prostate_01,7,T2,0.9068,0.4216,0.7966,0.2345,4704,3172,4041,102400,"[1, 2]",0.3339
prostate_01,8,T2,0.9173,0.4286,0.7503,0.173,5438,3314,4629,102400,"[1, 2]",0.3136
prostate_01,9,T2,0.9474,0.5441,0.7231,0.1356,5550,3430,5155,102400,"[1, 2]",0.3192
prostate_01,10,T2,0.927,0.2448,0.8235,0.1647,6145,4129,5309,102400,"[1, 2]",0.314
prostate_01,11,T2,0.9245,0.3276,0.8879,0.2571,6258,4887,5452,102400,"[1, 2]",0.3154
prostate_01,12,T2,0.9253,0.39,0.8924,0.357,5366,4778,5524,102400,"[1, 2]",0.3215
prostate_01,13,T2,0.9025,0.2714,0.9073,0.3877,5846,5288,5507,102400,"[1, 2]",0.314
prostate_01,14,T2,0.8489,0.1601,0.8606,0.2148,4408,3738,3473,102400,[2],0.3189
prostate_01,15,T2,0.8001,0.2448,0.6873,0.081,2906,2618,2768,102400,[2],0.3112
prostate_01,16,T2,0.7924,0.2355,0.6781,0.2915,1473,945,1220,102400,[2],0.3179
prostate_01,17,T2,0.6631,0.1133,0.9299,0.7852,1119,501,555,102400,[2],0.3124
