image_id,slice_idx,modality,dice_sam,nsd_sam,dice_medsam,nsd_medsam,sam_pixels,medsam_pixels,foreground_pixels,total_pixels,labels_present,slice_time_sec
prostate_00,0,ADC,0.8539,0.6543,0.4834,0.0,490,182,571,102400,"[1, 2]",0.6356
prostate_00,1,ADC,0.8309,0.37,0.5466,0.0,1978,642,1707,102400,"[1, 2]",0.3083
prostate_00,2,ADC,0.8515,0.1976,0.8056,0.274,2796,1430,2073,102400,"[1, 2]",0.3017
prostate_00,3,ADC,0.8984,0.2963,0.6089,0.0566,2914,1068,2420,102400,"[1, 2]",0.3015
prostate_00,4,ADC,0.9151,0.5448,0.5787,0.0189,3281,1147,2817,102400,"[1, 2]",0.3054
prostate_00,5,ADC,0.9148,0.4118,0.5741,0.0,3294,1236,3070,102400,"[1, 2]",0.3024
prostate_00,6,ADC,0.9143,0.4414,0.7522,0.0,3862,1993,3306,102400,"[1, 2]",0.3093
prostate_00,7,ADC,0.9012,0.3566,0.7296,0.0,3101,1900,3308,102400,"[1, 2]",0.2997
prostate_00,8,ADC,0.9499,0.6126,0.6961,0.2535,3335,1773,3318,102400,"[1, 2]",0.3059
prostate_00,9,ADC,0.9281,0.4941,0.7803,0.0,2933,2021,3159,102400,"[1, 2]",0.3053
prostate_00,10,ADC,0.8844,0.235,0.6873,0.0,2804,1575,3008,102400,"[1, 2]",0.3019
prostate_00,11,ADC,0.8644,0.2414,0.7362,0.1121,1992,1368,2321,102400,[2],0.3068
prostate_00,12,ADC,0.8066,0.4059,0.8382,0.506,1072,894,1177,102400,[2],0.304
prostate_00,13,ADC,0.5941,0.1636,0.4649,0.2384,355,192,591,102400,[2],0.3032
prostate_01,2,ADC,0.6485,0.3333,0.5029,0.3333,149,87,255,102400,[2],0.298
prostate_01,3,ADC,0.8506,0.5023,0.5446,0.1184,659,285,747,102400,[2],0.3018
prostate_01,4,ADC,0.7917,0.219,0.6703,0.1343,1579,610,1210,102400,"[1, 2]",0.3059
prostate_01,5,ADC,0.8196,0.3172,0.6853,0.0643,2480,1016,1949,102400,"[1, 2]",0.3032
prostate_01,6,ADC,0.866,0.3333,0.7192,0.0546,3441,1688,2859,102400,"[1, 2]",0.305
prostate_01,7,ADC,0.8927,0.2505,0.769,0.0714,4804,2820,4041,102400,"[1, 2]",0.3006
prostate_01,8,ADC,0.8927,0.2568,0.7839,0.0769,5518,2984,4629,102400,"[1, 2]",0.3001
prostate_01,9,ADC,0.9051,0.3486,0.7587,0.0,6104,3151,5155,102400,"[1, 2]",0.3071
prostate_01,10,ADC,0.8853,0.2991,0.7407,0.0218,5950,3123,5309,102400,"[1, 2]",0.3
prostate_01,11,ADC,0.8676,0.181,0.7387,0.0346,6611,3255,5452,102400,"[1, 2]",0.3081
prostate_01,12,ADC,0.8846,0.1388,0.7214,0.0614,5995,3120,5524,102400,"[1, 2]",0.2995
