image_id,slice_idx,modality,dice_sam,nsd_sam,dice_medsam,nsd_medsam,sam_pixels,medsam_pixels,foreground_pixels,total_pixels,labels_present,slice_time_sec
la_003,45,MRI,0.033,0.0,0.0,0.0,537,744,9,102400,[1],0.6891
la_003,46,MRI,0.1417,0.0,0.0149,0.1242,446,903,34,102400,[1],0.3558
la_003,47,MRI,0.271,0.0959,0.0251,0.2228,421,1051,66,102400,[1],0.3553
la_003,48,MRI,0.1847,0.0435,0.0313,0.1601,829,1433,102,102400,[1],0.3469
la_003,49,MRI,0.1234,0.0992,0.0234,0.1111,1419,1612,186,102400,[1],0.3559
la_003,50,MRI,0.0937,0.0128,0.0052,0.1019,1902,1661,275,102400,[1],0.3489
la_003,51,MRI,0.3151,0.3385,0.001,0.125,1473,1681,374,102400,[1],0.3496
la_003,52,MRI,0.4426,0.457,0.0138,0.1973,1567,1845,480,102400,[1],0.35
la_003,53,MRI,0.393,0.1846,0.091,0.1398,1520,2200,592,102400,[1],0.3472
la_003,54,MRI,0.4824,0.2129,0.2999,0.1422,2070,3728,720,102400,[1],0.3627
la_003,55,MRI,0.4229,0.1394,0.3022,0.2472,2822,3624,810,102400,[1],0.3748
la_003,56,MRI,0.3932,0.0614,0.3669,0.2793,3379,3057,884,102400,[1],0.3556
la_003,57,MRI,0.5185,0.1926,0.3636,0.3021,2509,3104,955,102400,[1],0.3509
la_003,58,MRI,0.5474,0.4187,0.3566,0.2424,2559,3188,1018,102400,[1],0.3586
la_003,59,MRI,0.4774,0.2059,0.4479,0.2333,3362,2786,1054,102400,[1],0.3516
la_003,60,MRI,0.4217,0.1304,0.4989,0.2244,4068,2633,1087,102400,[1],0.371
la_003,61,MRI,0.4403,0.1934,0.5013,0.1378,3943,3048,1113,102400,[1],0.3476
la_003,62,MRI,0.5184,0.2105,0.5004,0.087,3183,3334,1146,102400,[1],0.3517
la_003,63,MRI,0.508,0.0733,0.5472,0.1303,3435,2981,1171,102400,[1],0.3422
la_003,64,MRI,0.4473,0.0334,0.6034,0.1795,4113,2653,1185,102400,[1],0.3526
la_003,65,MRI,0.4793,0.028,0.6105,0.3047,3842,2730,1211,102400,[1],0.3439
la_003,66,MRI,0.5553,0.0442,0.6029,0.2983,3166,2631,1217,102400,[1],0.3494
la_003,67,MRI,0.6793,0.154,0.6247,0.2156,2370,2575,1219,102400,[1],0.347
la_003,68,MRI,0.8628,0.4497,0.6721,0.2129,1591,2325,1207,102400,[1],0.3516
la_003,69,MRI,0.8529,0.4569,0.6292,0.0202,1559,2571,1180,102400,[1],0.3513
la_003,70,MRI,0.7941,0.2536,0.6239,0.0,1757,2552,1157,102400,[1],0.3447
la_003,71,MRI,0.7747,0.2405,0.6155,0.0269,1789,2544,1131,102400,[1],0.3549
la_003,72,MRI,0.7261,0.0612,0.6206,0.0516,1930,2445,1100,102400,[1],0.3551
la_003,73,MRI,0.6934,0.0206,0.5717,0.176,2022,2247,1073,102400,[1],0.3555
la_003,74,MRI,0.7918,0.1966,0.5836,0.1478,1590,2097,1042,102400,[1],0.3696
la_003,75,MRI,0.8778,0.4866,0.5812,0.2299,1313,2452,1027,102400,[1],0.36
la_003,76,MRI,0.9141,0.6298,0.5492,0.2643,1201,2492,1011,102400,[1],0.3531
la_003,77,MRI,0.8356,0.3781,0.5479,0.225,1374,2529,986,102400,[1],0.3522
la_003,78,MRI,0.8251,0.3509,0.5253,0.1467,1387,2715,974,102400,[1],0.3496
la_003,79,MRI,0.7354,0.2,0.5503,0.2245,1637,2279,952,102400,[1],0.3511
la_003,80,MRI,0.7234,0.25,0.6288,0.2709,1650,1931,935,102400,[1],0.3468
la_003,81,MRI,0.7327,0.3918,0.6431,0.1194,1582,1881,921,102400,[1],0.36
la_003,82,MRI,0.7125,0.3548,0.6164,0.0794,1601,1901,886,102400,[1],0.3658
la_003,83,MRI,0.6758,0.403,0.5985,0.1242,1689,1982,862,102400,[1],0.3754
la_003,84,MRI,0.6231,0.3936,0.6378,0.2141,1832,1758,829,102400,[1],0.3715
la_003,85,MRI,0.6154,0.5184,0.6248,0.2556,1802,1747,801,102400,[1],0.3416
la_003,86,MRI,0.6646,0.37,0.5104,0.1187,1535,2206,764,102400,[1],0.3398
la_003,87,MRI,0.6637,0.3442,0.4955,0.144,1477,2038,735,102400,[1],0.3673
la_003,88,MRI,0.8761,0.6043,0.4485,0.1065,905,2069,709,102400,[1],0.4004
la_003,89,MRI,0.894,0.6699,0.4604,0.185,838,1817,681,102400,[1],0.3872
la_003,90,MRI,0.9046,0.7463,0.4856,0.1976,792,1978,654,102400,[1],0.3624
la_003,91,MRI,0.9076,0.7418,0.447,0.1201,751,2150,624,102400,[1],0.3614
la_003,92,MRI,0.9081,0.7072,0.428,0.0,712,2182,594,102400,[1],0.3586
la_003,93,MRI,0.8805,0.6582,0.4348,0.0413,712,2016,560,102400,[1],0.349
la_003,94,MRI,0.7304,0.4177,0.4592,0.1,930,1795,535,102400,[1],0.3569
la_003,95,MRI,0.6724,0.3038,0.4334,0.1255,1003,1804,508,102400,[1],0.3465
la_003,96,MRI,0.6254,0.1818,0.4024,0.0556,1044,1876,475,102400,[1],0.3539
la_003,97,MRI,0.5444,0.0913,0.2577,0.1493,1179,1484,441,102400,[1],0.3484
la_003,98,MRI,0.5069,0.1034,0.1868,0.214,1187,1417,403,102400,[1],0.3485
la_003,99,MRI,0.4419,0.0424,0.1351,0.2252,1234,1116,350,102400,[1],0.3522
la_003,100,MRI,0.4339,0.0181,0.0873,0.1737,1101,1162,305,102400,[1],0.3557
la_003,101,MRI,0.4157,0.0922,0.0446,0.1978,1052,1248,276,102400,[1],0.3857
la_003,102,MRI,0.3892,0.0786,0.0595,0.2529,1010,1604,244,102400,[1],0.3676
la_003,103,MRI,0.3162,0.0541,0.066,0.2164,1177,1658,221,102400,[1],0.3487
la_003,104,MRI,0.2843,0.1165,0.0861,0.1538,1183,1918,196,102400,[1],0.3505
la_003,105,MRI,0.2638,0.1535,0.0528,0.2116,1145,1873,174,102400,[1],0.35
la_003,106,MRI,0.2847,0.1607,0.0561,0.1646,970,1871,161,102400,[1],0.3518
la_003,107,MRI,0.1759,0.0077,0.0574,0.1181,1462,1985,141,102400,[1],0.353
la_003,108,MRI,0.1872,0.0075,0.0326,0.2033,1201,1718,124,102400,[1],0.3509
la_003,109,MRI,0.1425,0.0151,0.0183,0.1184,1238,1650,95,102400,[1],0.3496
la_003,110,MRI,0.1123,0.0186,0.0,0.0725,857,1544,51,102400,[1],0.3483
la_004,26,MRI,0.0356,0.0,0.0107,0.0909,718,549,13,102400,[1],0.3768
la_004,27,MRI,0.1129,0.0241,0.0,0.0755,702,795,42,102400,[1],0.3589
la_004,28,MRI,0.1749,0.0109,0.0,0.0539,626,823,60,102400,[1],0.3503
la_004,29,MRI,0.2388,0.0,0.0,0.0,612,856,83,102400,[1],0.3797
la_004,30,MRI,0.1813,0.0,0.0839,0.1794,900,1395,203,102400,[1],0.3735
la_004,31,MRI,0.0842,0.011,0.1492,0.2132,2484,1864,294,102400,[1],0.3727
la_004,32,MRI,0.0934,0.0602,0.0638,0.1879,2765,1706,424,102400,[1],0.3614
la_004,33,MRI,0.153,0.0558,0.0421,0.1395,3203,1487,602,102400,[1],0.3646
la_004,34,MRI,0.1002,0.0789,0.1881,0.1712,3011,1692,722,102400,[1],0.3789
la_004,35,MRI,0.0948,0.0599,0.4233,0.1683,3245,2617,827,102400,[1],0.3484
la_004,36,MRI,0.0913,0.0933,0.4037,0.0445,4072,3341,920,102400,[1],0.3677
la_004,37,MRI,0.1664,0.1505,0.4216,0.105,4568,3525,996,102400,[1],0.3606
la_004,38,MRI,0.2744,0.203,0.4594,0.08,4891,3199,1063,102400,[1],0.3604
la_004,39,MRI,0.2119,0.2748,0.4626,0.1697,4506,3318,1118,102400,[1],0.3507
la_004,40,MRI,0.0795,0.2051,0.4792,0.118,3667,3598,1164,102400,[1],0.3517
la_004,41,MRI,0.0563,0.202,0.4914,0.057,3345,3675,1205,102400,[1],0.3794
la_004,42,MRI,0.2124,0.23,0.511,0.0351,4553,3629,1248,102400,[1],0.3497
la_004,43,MRI,0.3085,0.1373,0.4894,0.0,5066,3972,1287,102400,[1],0.3623
la_004,44,MRI,0.4822,0.0324,0.5077,0.0,4159,3915,1332,102400,[1],0.3584
la_004,45,MRI,0.5274,0.0416,0.5423,0.0616,3878,3719,1389,102400,[1],0.3616
la_004,46,MRI,0.5483,0.0,0.5817,0.0754,3858,3418,1457,102400,[1],0.3434
la_004,47,MRI,0.5233,0.0,0.6581,0.2599,4219,2948,1495,102400,[1],0.3696
la_004,48,MRI,0.5472,0.0,0.6923,0.3333,4049,2693,1525,102400,[1],0.3533
la_004,49,MRI,0.6257,0.031,0.6639,0.203,3387,3040,1542,102400,[1],0.3528
