image_id,slice_idx,modality,dice_sam,nsd_sam,dice_medsam,nsd_medsam,sam_pixels,medsam_pixels,foreground_pixels,total_pixels,labels_present,slice_time_sec
liver_0,45,CT,0.5137,0.1066,0.4601,0.004,3212,3715,1110,262144,[1],0.6295
liver_0,46,CT,0.7228,0.2553,0.6099,0.0523,3943,5121,2247,262144,[1],0.3409
liver_0,47,CT,0.7956,0.4447,0.621,0.1314,4439,6457,3057,262144,[1],0.3487
liver_0,48,CT,0.495,0.2701,0.5292,0.1042,12871,11832,4260,262144,[1],0.3436
liver_0,49,CT,0.715,0.2702,0.6882,0.2233,14301,15325,8172,262144,[1],0.3474
liver_0,50,CT,0.7582,0.2749,0.811,0.3971,16527,14776,10095,262144,[1],0.3411
liver_0,51,CT,0.804,0.4062,0.8641,0.3097,17047,15039,11462,262144,[1],0.354
liver_0,52,CT,0.8829,0.503,0.9639,0.6338,16943,14057,13426,262144,[1],0.3459
liver_0,53,CT,0.7027,0.1788,0.7413,0.3674,26854,23932,14606,262144,[1],0.3466
liver_0,54,CT,0.7822,0.2392,0.6749,0.0999,23305,29497,16060,262144,[1],0.3528
liver_0,55,CT,0.7696,0.2289,0.6724,0.2048,25812,32398,18033,262144,[1],0.3449
liver_0,56,CT,0.6388,0.1946,0.6638,0.1217,37111,40318,20812,262144,[1],0.3506
liver_0,57,CT,0.6994,0.1169,0.706,0.0704,35362,42963,23979,262144,[1],0.346
liver_0,58,CT,0.679,0.1404,0.7418,0.0876,50640,44425,26634,262144,[1],0.352
liver_0,59,CT,0.7918,0.1672,0.9383,0.5221,43667,29574,29024,262144,[1],0.3465
liver_0,60,CT,0.7314,0.0862,0.8729,0.2186,52903,38697,30501,262144,[1],0.3547
liver_0,61,CT,0.7549,0.1094,0.9118,0.3249,51940,36317,31493,262144,[1],0.3465
liver_0,62,CT,0.7301,0.0733,0.9658,0.6918,56909,31739,32725,262144,[1],0.3558
liver_0,63,CT,0.8414,0.0592,0.9716,0.6981,45968,33194,33384,262144,[1],0.347
liver_0,64,CT,0.7837,0.1736,0.9617,0.4165,52492,35919,33854,262144,[1],0.3516
liver_0,65,CT,0.8062,0.2493,0.959,0.4586,50058,34958,34317,262144,[1],0.3477
liver_0,66,CT,0.8142,0.1997,0.9626,0.4844,47591,33697,32758,262144,[1],0.3443
liver_0,67,CT,0.9084,0.1767,0.9494,0.412,37393,30884,31162,262144,[1],0.3455
liver_0,68,CT,0.8695,0.0216,0.8165,0.3239,37303,25197,28691,262144,[1],0.3445
liver_0,69,CT,0.8131,0.0035,0.7395,0.2046,32825,21742,22486,262144,[1],0.3532
liver_0,70,CT,0.8075,0.0316,0.5428,0.1286,26869,16526,18193,262144,[1],0.3423
liver_0,71,CT,0.6901,0.0437,0.7503,0.1448,23268,18648,12272,262144,[1],0.3486
liver_0,72,CT,0.5576,0.1539,0.6013,0.0576,10722,10305,4453,262144,[1],0.3417
liver_0,73,CT,0.4158,0.0169,0.6016,0.0992,2934,1783,770,262144,[1],0.3419
liver_1,45,CT,0.0123,0.0,0.0266,0.0421,1290,593,8,262144,[1],0.3399
liver_1,46,CT,0.3821,0.3299,0.3758,0.0133,4678,4930,1147,262144,[1],0.3512
liver_1,47,CT,0.6717,0.2373,0.7088,0.0366,4271,4195,2303,262144,[1],0.342
liver_1,48,CT,0.8014,0.3614,0.8135,0.1987,5739,5655,3926,262144,[1],0.3427
liver_1,49,CT,0.7058,0.3679,0.8718,0.0685,10304,7353,5684,262144,[1],0.3479
liver_1,50,CT,0.6502,0.3225,0.5073,0.0854,20961,21004,10100,262144,[1],0.3426
liver_1,51,CT,0.7531,0.2099,0.8022,0.3106,21053,18900,12729,262144,[1],0.3587
liver_1,52,CT,0.8637,0.2882,0.9171,0.2866,19217,17227,14620,262144,[1],0.3458
liver_1,53,CT,0.874,0.4356,0.5819,0.091,19859,26107,15653,262144,[1],0.3466
liver_1,54,CT,0.6742,0.214,0.3772,0.0564,32431,30360,16912,262144,[1],0.3452
liver_1,55,CT,0.6455,0.2107,0.6595,0.1006,15153,38172,19917,262144,[1],0.3574
liver_1,56,CT,0.65,0.2083,0.6082,0.0746,39035,47836,22947,262144,[1],0.3478
liver_1,57,CT,0.6453,0.196,0.7623,0.2048,46577,37294,23487,262144,[1],0.359
liver_1,58,CT,0.594,0.205,0.9192,0.438,52184,34614,31518,262144,[1],0.3497
liver_1,59,CT,0.6496,0.2455,0.8425,0.2408,62325,36495,32588,262144,[1],0.3641
liver_1,60,CT,0.6757,0.2277,0.9276,0.3864,69424,39004,35711,262144,[1],0.3492
liver_1,61,CT,0.7375,0.2889,0.8604,0.3168,62890,45627,37003,262144,[1],0.3568
liver_1,62,CT,0.7357,0.3106,0.8946,0.3099,66750,45092,38940,262144,[1],0.351
liver_1,63,CT,0.7574,0.2265,0.8296,0.2573,65284,53804,39878,262144,[1],0.3503
liver_1,64,CT,0.7768,0.2965,0.8568,0.2497,63079,52388,40078,262144,[1],0.3545
liver_1,65,CT,0.8904,0.2814,0.9667,0.4633,50861,42368,40947,262144,[1],0.3521
liver_1,66,CT,0.9102,0.3003,0.9681,0.4519,46917,40568,40096,262144,[1],0.3535
liver_1,67,CT,0.8907,0.3094,0.9632,0.5149,47379,39042,38448,262144,[1],0.3446
liver_1,68,CT,0.8518,0.0224,0.9585,0.5147,47193,36727,35008,262144,[1],0.354
liver_1,69,CT,0.8527,0.0054,0.6823,0.0517,41163,29578,30591,262144,[1],0.3477
liver_1,70,CT,0.8403,0.0196,0.7987,0.1191,31847,25582,23075,262144,[1],0.3485
liver_1,71,CT,0.7563,0.0583,0.6847,0.0571,24806,20093,17201,262144,[1],0.3481
liver_1,72,CT,0.7642,0.06,0.5193,0.0818,20413,14746,13264,262144,[1],0.3512
liver_10,295,CT,0.0981,0.203,0.1183,0.0,836,1288,81,262144,[1],0.5836
liver_10,296,CT,0.254,0.3137,0.2922,0.0,914,1286,220,262144,[1],0.3342
liver_10,297,CT,0.3771,0.1441,0.4005,0.0,1324,1258,315,262144,[1],0.3389
liver_10,298,CT,0.496,0.4006,0.4194,0.0,999,1447,384,262144,[1],0.3447
liver_10,299,CT,0.6727,0.5145,0.5007,0.0,991,1644,549,262144,[1],0.336
liver_10,300,CT,0.7556,0.63,0.5082,0.0,1062,2011,685,262144,[1],0.3415
liver_10,301,CT,0.8943,0.7556,0.4873,0.0,980,2539,818,262144,[1],0.3398
liver_10,302,CT,0.5723,0.348,0.5516,0.0,2360,2484,946,262144,[1],0.3419
liver_10,303,CT,0.6262,0.5174,0.5494,0.0,2286,2751,1042,262144,[1],0.3408
liver_10,304,CT,0.5943,0.4281,0.5838,0.0,2727,2797,1153,262144,[1],0.3415
liver_10,305,CT,0.8216,0.3937,0.6419,0.0,1859,2742,1296,262144,[1],0.3389
liver_10,306,CT,0.9202,0.6789,0.6546,0.0226,1738,3075,1496,262144,[1],0.3428
liver_10,307,CT,0.9253,0.6448,0.7324,0.0983,1892,2842,1642,262144,[1],0.3422
liver_10,308,CT,0.9397,0.7379,0.7036,0.0312,2033,3344,1815,262144,[1],0.3502
liver_10,309,CT,0.948,0.7989,0.7079,0.0486,2155,3569,1957,262144,[1],0.3438
liver_10,310,CT,0.9595,0.9113,0.7512,0.0957,2244,3523,2121,262144,[1],0.3408
liver_10,311,CT,0.9625,0.8779,0.7612,0.1051,2452,3701,2292,262144,[1],0.3463
liver_10,312,CT,0.9606,0.8648,0.6671,0.0,2594,4809,2407,262144,[1],0.338
liver_10,313,CT,0.964,0.9111,0.6981,0.0,2765,4798,2573,262144,[1],0.3413
liver_10,314,CT,0.9616,0.8843,0.7527,0.0045,2959,4665,2815,262144,[1],0.3404
liver_10,315,CT,0.9624,0.8834,0.8373,0.1438,3216,4201,3027,262144,[1],0.3486
liver_10,316,CT,0.9599,0.8215,0.7815,0.0787,3431,5000,3207,262144,[1],0.3522
liver_10,317,CT,0.9565,0.7798,0.8613,0.1407,3659,4490,3396,262144,[1],0.3505
liver_10,318,CT,0.9323,0.6978,0.8324,0.0667,4006,4994,3562,262144,[1],0.3384
liver_10,319,CT,0.8619,0.5997,0.8404,0.1125,4913,5173,3749,262144,[1],0.3416
liver_10,320,CT,0.9381,0.6644,0.839,0.0163,4396,5434,3927,262144,[1],0.3454
liver_10,321,CT,0.9422,0.7658,0.8459,0.0482,4583,5577,4088,262144,[1],0.3404
liver_10,322,CT,0.9511,0.8445,0.8597,0.0739,4682,5714,4308,262144,[1],0.3463
liver_10,323,CT,0.9424,0.7591,0.7678,0.064,4944,7246,4515,262144,[1],0.3439
liver_10,324,CT,0.9475,0.7661,0.7637,0.0922,5120,7699,4761,262144,[1],0.3503
liver_10,325,CT,0.959,0.7888,0.8215,0.0859,5229,7261,5061,262144,[1],0.3422
liver_10,326,CT,0.9843,0.9556,0.8907,0.1941,5446,6645,5345,262144,[1],0.3483
liver_10,327,CT,0.9775,0.8336,0.8588,0.0329,5815,7461,5616,262144,[1],0.3411
liver_10,328,CT,0.9609,0.7175,0.8735,0.055,6273,7494,5830,262144,[1],0.3527
liver_10,329,CT,0.903,0.4406,0.8721,0.0935,7258,7738,5985,262144,[1],0.3517
liver_10,330,CT,0.9016,0.4896,0.8495,0.1146,7401,8232,6078,262144,[1],0.3513
