task,labels,bbox,modality,labels_present,dice_sam,nsd_sam,dice_medsam,nsd_medsam,sam_pixels,medsam_pixels,foreground_pixels,total_pixels,slice_time_sec
Task03_Liver,2,5,CT,1.0,0.469620468675275,0.14622539454806313,0.5095991391678624,0.2189447632711621,6382.0659971305595,6668.4528933524625,2969.0717360114777,262144.0,0.35054227642276425
Task07_Pancreas,"1, 2",10,CT,1.3199233716475096,0.6802921455938697,0.3014454022988506,0.7296029374201788,0.2771802681992337,3086.5044699872287,3257.6743295019155,2200.286079182631,262144.0,0.3659375478927203
Task05_Prostate,"1, 2",0,ADC,1.6357894736842105,0.8656103157894737,0.350558947368421,0.7039248421052632,0.11515494736842105,3670.0252631578946,2145.2736842105264,3437.221052631579,99623.34315789473,0.3095206315789474
Task05_Prostate,"1, 2",0,T2,1.6357894736842105,0.8972907368421053,0.4667964210526316,0.7355877894736842,0.09070652631578947,3404.9073684210525,2292.6505263157896,3437.221052631579,99623.34315789473,0.3067402105263158
Task03_Liver,1,0,CT,1.0,0.8119646429317184,0.40346769158488194,0.7845324023804553,0.2876937930674462,18938.62956775945,18464.82360618083,17371.293015243267,262144.0,0.5064941167258301
Task10_Colon,1,5,CT,1.0,0.6700403345724907,0.3095979553903346,0.7008628252788105,0.36726542750929364,2139.3624535315985,1632.8810408921934,1347.2881040892194,262144.0,0.3486291821561338
Task06_Lung,1,3,CT,1.0,0.7607890126206385,0.58411714922049,0.6500475129918337,0.31470556792873056,990.7713437268003,922.0950259836674,1173.2190051967334,262144.0,0.3549372680029696
Task04_Hippocampus,"1, 2",3,MRI,1.3315749811605124,0.6134865109269029,0.5385182366239638,0.5887253202712885,0.6225220798794273,216.36021100226074,163.0964581763376,128.71590052750565,1777.1657874905802,0.3030224566691786
Task01_BrainTumour,"1, 2, 3",5,FLAIR,2.365021328458257,0.7107831200487509,0.40037078001218773,0.7036549360146251,0.42439509445460083,2220.4774527726995,1655.154478976234,1615.8924436319317,57600.0,0.3116471663619744
Task06_Lung,1,15,CT,1.0,0.4763685226429102,0.3568530066815145,0.4308887899034892,0.07452487008166296,1303.2011878247959,2112.966592427617,1173.2190051967334,262144.0,0.3489040831477357
Task08_HepaticVessel,"1, 2",20,CT,1.4345088161209067,0.2199159949622166,0.049988539042821155,0.24661095717884132,0.04759571788413098,13298.840680100755,13761.979848866498,3264.740554156171,262144.0,0.3631829974811083
